bcr_patient_barcode,dataset,GATA3,PTEN,XBP1,ESR1,MUC1,FN1,GAPDH
OV489,OV,-4.991,1.0265,-1.644666667,1.11925,3.39575,0.1556666667,-0.6925
OV490,OV,-4.776375,1.794285714,0.69175,1.49625,2.610375,-1.452375,-0.3675
OV491,OV,-5.49575,1.699571429,0.06391666667,3.7045,2.555375,-2.489125,-0.047
OV492,OV,-3.81425,1.266357143,-0.1936666667,2.564083333,2.396,0.7229583333,-0.4671666667
OV493,OV,-3.898375,1.2565,-0.7878333333,1.853333333,2.4965,-0.872,-1.60225
OV494,OV,-5.765375,1.532928571,-0.7918333333,1.617833333,0.952,-2.47625,-0.02916666667
OV495,OV,-5.680625,0.4411428571,-1.304166667,1.312416667,0.525625,-3.601958333,-0.4935
OV496,OV,-4.687375,1.078,-1.352583333,0.02016666667,-0.996,-0.659875,-2.171916667
OV497,OV,-3.992625,0.7434285714,0.26075,2.111833333,1.136125,-1.173583333,-1.568083333
OV498,OV,-4.22525,1.677714286,0.7151666667,1.94475,3.654125,-0.73875,-0.8611666667
OV499,OV,-4.110375,0.4405714286,-2.085833333,0.6376666667,2.256625,-1.234708333,-1.35675
OV500,OV,-3.25675,-0.07057142857,0.29325,2.596166667,2.87325,-1.280375,-1.735333333
OV501,OV,-3.985125,0.001214285714,-0.6939166667,2.027333333,2.153875,-2.051916667,-0.8089166667
OV502,OV,-3.762875,1.352142857,-2.11275,1.691916667,-0.694375,-2.259583333,0.34875
OV503,OV,-4.87075,0.6441428571,-2.389083333,1.059666667,2.212,-0.4260416667,-0.11625
OV504,OV,-5.20075,-1.396357143,-0.4054166667,1.57825,2.669375,-3.488125,-0.5466666667
OV505,OV,-4.48,1.2855,-0.8885833333,1.265083333,3.516375,-2.557625,-1.046916667
OV506,OV,-4.364625,0.03985714286,-0.2705,0.2985833333,1.696625,-0.001708333333,-1.07525
OV507,OV,-4.431625,1.036285714,-0.6785,1.316166667,2.2205,-2.8995,-1.073416667
OV508,OV,-4.034875,0.9484285714,-0.6048333333,1.55275,3.204,-1.138083333,-1.309
OV509,OV,-4.510375,0.2322142857,-1.208583333,2.7945,2.23375,-2.374083333,-1.7705
OV510,OV,-5.03725,-0.1207142857,-0.302,2.125083333,3.05475,-2.461666667,-0.7464166667
OV511,OV,-4.094125,-0.5722142857,-0.3425,0.1904166667,1.203625,0.3960416667,-1.225333333
OV512,OV,-4.497125,1.581642857,0.1881666667,2.36725,3.178375,-2.427916667,-1.009833333
OV513,OV,-5.5405,0.1324285714,-1.311416667,1.102333333,1.953875,-2.699375,-0.8751666667
OV514,OV,-4.388125,0.5685,-0.5541666667,1.292333333,3.035125,-2.997833333,-1.836833333
OV515,OV,-4.299625,1.076214286,0.79725,1.045166667,3.02925,-2.666041667,-0.3725833333
OV516,OV,-3.50225,0.9590714286,0.3808333333,1.3425,2.69475,-2.448041667,-1.035833333
OV517,OV,-3.54675,1.262285714,-1.282666667,0.8109166667,0.768,-2.88,-2.1805
OV518,OV,-3.828,0.578,-1.795833333,1.686333333,2.669,-2.9505,-1.188083333
OV519,OV,-4.113625,0.5070714286,-1.743083333,2.22075,1.735875,-2.220625,-2.6005
OV520,OV,-2.1,0.5777142857,1.680166667,2.606,3.394875,-2.335541667,-2.171416667
OV521,OV,-4.002,0.3368571429,-1.360833333,1.777166667,0.153625,-1.786791667,-1.530833333
OV522,OV,-4.34925,0.8651428571,0.4013333333,1.693833333,1.7945,-2.063208333,-1.66925
OV523,OV,-4.32425,1.357571429,-1.464,2.61425,1.345125,-3.196,-0.9558333333
OV524,OV,-4.49625,0.7502857143,-1.950916667,1.76975,2.70075,-0.8694583333,-0.6355
OV525,OV,-4.1765,0.6629285714,-1.84925,3.131416667,2.74875,-0.3530833333,-1.415916667
OV526,OV,-3.842125,-0.2146428571,-0.79825,1.3955,1.234875,-1.362791667,-1.228
OV527,OV,-4.281875,0.4031428571,-1.062166667,1.857916667,2.763625,-2.13375,-2.188666667
OV528,OV,-3.717375,1.199928571,-0.06958333333,0.9319166667,2.591,0.7436666667,-0.4941666667
OV529,OV,-3.327,1.357642857,-2.373666667,2.158333333,2.383625,-2.615666667,-0.9933333333
OV530,OV,-5.248875,0.7815714286,-1.94875,0.9843333333,2.40325,-0.4207916667,-1.316916667
OV531,OV,-4.128875,0.3752857143,0.157,1.934333333,2.169875,-1.121,-0.7169166667
OV532,OV,-4.04725,1.092785714,-1.434166667,1.291083333,3.671,-0.02608333333,0.3286666667
OV533,OV,-4.573625,1.669714286,-1.076916667,-0.3034166667,2.9155,0.5282916667,-0.6771666667
OV534,OV,-5.70575,1.352,-1.130166667,0.685,3.190875,-1.317458333,-2.058333333
OV535,OV,-4.549125,0.5727142857,-0.0985,2.52825,3.152375,-1.863375,-1.698583333
OV536,OV,-4.214375,0.6037857143,0.717,-1.57875,2.60775,-0.2047083333,-1.656833333
OV537,OV,-4.3435,-0.07521428571,0.41875,2.33875,3.767875,-1.023458333,-0.806
OV538,OV,-4.471,1.410714286,-1.29975,2.608166667,2.786625,-3.474666667,-1.293166667
OV539,OV,-5.192375,0.5507142857,-0.49675,1.856666667,2.209125,-2.814916667,-1.270916667
OV540,OV,-4.002375,0.3382142857,-1.807666667,1.33425,1.43425,-2.350208333,-2.197916667
OV541,OV,-4.6935,0.9334285714,-2.456833333,0.9554166667,3.878,-3.295,-0.6158333333
OV542,OV,-3.3255,-0.1284285714,-2.112,2.882333333,-0.09775,-1.300416667,-2.28825
OV543,OV,-5.434875,1.388428571,-0.8345,1.65775,3.331375,-4.0645,-1.218833333
OV544,OV,-3.394,-1.086857143,1.295916667,1.77275,2.76125,-2.095125,-0.9096666667
OV545,OV,-4.40025,0.7385714286,-0.6011666667,1.798666667,2.200875,-0.4947083333,-0.8149166667
OV546,OV,-3.492125,0.9092857143,-0.7855833333,0.8516666667,1.268125,-0.671125,-1.43375
OV547,OV,-4.35975,1.463785714,-1.240333333,1.873166667,2.4655,-3.671541667,-1.561583333
OV548,OV,-4.887875,0.4235,0.2623333333,1.363916667,2.916375,-1.176208333,-1.178166667
OV549,OV,-5.366875,0.6643571429,-0.7848333333,0.6869166667,1.942375,-2.569666667,-1.37675
OV550,OV,-4.58375,2.532857143,1.721333333,1.232666667,3.8455,-1.614333333,-0.22875
OV551,OV,-2.60625,0.7019285714,-1.217333333,-3.930583333,-3.323375,-0.8303333333,-2.337833333
OV552,OV,-5.215,1.113428571,-0.615,1.98175,2.745375,-2.814416667,-2.229666667
OV553,OV,-4.37975,1.057785714,-1.680416667,2.205083333,3.157375,-3.107333333,-1.253666667
OV554,OV,-5.1515,1.340071429,-2.62475,2.1235,2.79975,-2.675041667,0.01316666667
OV555,OV,-5.0205,0.7238571429,-0.14575,3.5365,2.672125,-3.42325,-1.763666667
OV556,OV,-3.887125,0.2335714286,-0.15425,1.11875,2.154625,0.4453333333,-0.33475
OV557,OV,-1.593625,-1.094214286,-2.257916667,2.427416667,1.67775,-2.079708333,-1.882166667
OV558,OV,-4.30775,1.366285714,-1.037833333,-0.8669166667,2.402125,0.9584166667,-1.792583333
OV559,OV,-3.53175,0.7456428571,-1.261583333,-2.306916667,1.18475,0.2357916667,-0.03908333333
OV560,OV,-3.849,1.514214286,-1.114083333,1.47075,2.2575,-0.2569166667,-1.12
OV561,OV,-3.96,0.7007142857,-0.4846666667,-0.6031666667,1.997625,0.4297083333,-0.9565833333
LUSC1,LUSC,-3.662125,-0.2522142857,0.8755,-0.8059166667,0.84925,-0.8219166667,-0.3755
LUSC2,LUSC,-4.77,0.08878571429,0.5285,-3.009166667,1.16525,0.4638333333,-0.5795
LUSC3,LUSC,-4.477,0.5676428571,-0.0235,-4.143583333,0.661125,-1.361,-0.776
LUSC4,LUSC,-0.552375,1.065,-0.7149166667,-3.041,0.032125,1.28875,-0.6030833333
LUSC5,LUSC,-2.2505,0.08535714286,-0.6094166667,-2.986083333,-1.04025,-1.234083333,-0.90875
LUSC6,LUSC,-4.280125,0.2599285714,-0.3788333333,-3.70975,-0.064875,-1.275875,-1.454416667
LUSC7,LUSC,-4.52825,0.2776428571,-0.4696666667,-2.821833333,-0.692625,-1.805,-0.856
LUSC8,LUSC,-2.225625,-0.1438571429,-0.9948333333,-2.827083333,2.037625,-1.625166667,-1.430916667
LUSC9,LUSC,-4.393625,-1.078785714,0.1695,-4.227333333,-0.005375,-1.139625,-0.3243333333
LUSC10,LUSC,-4.17625,0.7225714286,0.02066666667,-3.12175,-1.4795,-3.263583333,-1.380583333
LUSC11,LUSC,-3.41675,0.5419285714,-1.13575,-1.732333333,1.015,0.513125,0.7279166667
LUSC12,LUSC,-4.465625,0.8602857143,0.8725833333,-4.101083333,-0.91875,-2.543708333,-0.1294166667
LUSC13,LUSC,-4.17025,-0.07035714286,-1.019916667,-4.298,0.59875,-1.860041667,-0.5995833333
LUSC14,LUSC,-3.269875,-0.3535,-0.7749166667,-3.3285,-0.470375,-0.174625,-0.1250833333
LUSC15,LUSC,-4.019375,0.2077857143,-0.5468333333,-2.852333333,-0.479625,-1.484416667,-0.5783333333
LUSC16,LUSC,-3.3575,0.9302857143,0.4961666667,-2.651416667,1.678625,-1.058041667,-0.2424166667
LUSC17,LUSC,-4.089,0.8485714286,-0.59125,-0.81125,0.538875,-0.07083333333,0.3491666667
LUSC18,LUSC,-4.196875,0.7002857143,-0.6181666667,-4.370666667,0.394375,-1.405583333,-0.1344166667
LUSC19,LUSC,-4.772375,-1.935428571,-0.92425,-4.784,1.23525,-1.519166667,0.6946666667
LUSC20,LUSC,-3.817625,0.8836428571,-0.2853333333,-2.488,0.729625,0.5616666667,-1.036333333
LUSC21,LUSC,-4.384625,0.5793571429,0.2264166667,-3.441333333,2.45175,-0.9053333333,0.01875
LUSC22,LUSC,1.196625,0.9560714286,-1.250083333,-5.195416667,0.4425,-2.674041667,-0.9734166667
LUSC23,LUSC,-3.854,0.7348571429,-0.6795833333,-1.311833333,-1.411375,1.442375,-0.1495833333
LUSC24,LUSC,-4.5995,0.4903571429,-1.985333333,-3.889333333,0.266875,-1.545833333,-0.7929166667
LUSC25,LUSC,-3.71325,-0.8970714286,-1.291083333,-3.321333333,1.204,0.88525,0.1983333333
LUSC26,LUSC,-1.5735,-0.4759285714,0.9879166667,-3.053666667,-0.611375,-0.2328333333,-0.8198333333
LUSC27,LUSC,-2.343125,0.2529285714,-0.4839166667,-2.5,-1.1075,-0.1447916667,0.4240833333
LUSC28,LUSC,-2.1685,0.3172142857,-0.3375,-0.13075,0.871125,0.01495833333,-0.42
LUSC29,LUSC,-4.838125,0.322,-0.5125833333,-4.250083333,0.088375,-1.729041667,-0.328
LUSC30,LUSC,-3.541875,0.3631428571,0.7954166667,-1.552833333,2.05,1.121083333,-0.9535833333
LUSC31,LUSC,-1.777375,1.176285714,-0.387,-2.797333333,2.345625,-0.412875,-0.6964166667
LUSC32,LUSC,-3.00725,-0.0835,1.871583333,-1.826666667,1.98675,0.04320833333,-1.023166667
LUSC33,LUSC,-3.765875,-0.9917857143,2.194083333,-2.463416667,1.924125,-1.293375,1.117416667
LUSC34,LUSC,-3.663,0.3135,-1.052333333,-3.581583333,0.210625,-0.6508333333,1.179166667
LUSC35,LUSC,-3.07675,0.7536428571,-0.2670833333,-2.544083333,2.916,0.525625,-0.24825
LUSC36,LUSC,-4.386125,-0.1554285714,0.3911666667,-0.7931666667,2.466375,-1.379958333,0.02833333333
LUSC37,LUSC,-3.95975,1.025928571,0.3014166667,-2.761,0.709875,-2.014625,0.1781666667
LUSC38,LUSC,-3.899875,0.2449285714,1.842916667,-2.664083333,1.675875,-1.099333333,-1.66675
LUSC39,LUSC,-2.681125,-0.2130714286,-0.2700833333,-3.463916667,0.118125,0.2630833333,-0.3655
LUSC40,LUSC,-3.384,0.8004285714,0.457,0.42175,2.235875,0.2475416667,-1.473166667
LUSC41,LUSC,-3.87625,0.1211428571,-0.03325,-3.301666667,-0.418375,-0.697375,0.5975833333
LUSC42,LUSC,-4.162625,0.1027142857,-0.2936666667,-3.728416667,1.714625,-1.263333333,-0.2558333333
LUSC43,LUSC,-3.8755,0.6515,-0.4724166667,-2.864416667,-1.5915,0.40425,-0.9065833333
LUSC44,LUSC,-2.974375,1.095142857,-0.25275,-3.229,-0.176875,-1.24725,-1.014083333
LUSC45,LUSC,-4.438285714,-0.3010714286,-0.3370833333,-3.463583333,-0.3995,-1.4305,-0.89475
LUSC46,LUSC,-4.904,0.5105,-1.217666667,-4.840083333,0.961625,-2.937083333,0.48925
LUSC47,LUSC,-3.90375,-0.489,-1.041583333,-3.810833333,-0.2465,-1.085875,-1.414083333
LUSC48,LUSC,-3.583375,-0.2515,-0.4684166667,-3.373333333,0.259875,-2.32225,-0.4705833333
LUSC49,LUSC,-2.594875,0.9412142857,-0.44725,-1.466833333,0.81,-0.1022916667,-0.9465833333
LUSC50,LUSC,-3.11925,0.6615,-1.29575,-1.452166667,1.741125,-1.837458333,-0.24675
LUSC51,LUSC,-4.873125,-0.4337857143,-1.665416667,-4.048272727,-0.831375,-2.251416667,0.0585
LUSC52,LUSC,-3.82625,-0.2199230769,-0.59425,-3.065363636,-0.20325,-2.249166667,-0.7873333333
LUSC53,LUSC,-3.884,-0.6335,-1.286916667,-3.36875,-1.21825,-0.3014166667,0.08641666667
LUSC54,LUSC,-1.85675,0.5224285714,-1.4525,-3.802916667,-0.1345,-2.351166667,-1.501916667
LUSC55,LUSC,-4.577,0.87,-0.8003333333,-2.879,2.494625,-1.136041667,-1.179666667
LUSC56,LUSC,-4.386375,0.028,-0.03,-3.537333333,0.434875,-0.6992083333,0.70825
LUSC57,LUSC,-2.803875,0.8434285714,0.5475833333,-2.16025,1.243,0.276625,-1.304916667
LUSC58,LUSC,-3.435,0.8996428571,-0.1113333333,-2.781916667,2.35275,-1.65025,-0.4333333333
LUSC59,LUSC,-4.260875,-0.2146428571,-0.5989166667,-3.79325,-1.552375,-1.530208333,-1.269166667
LUSC60,LUSC,-4.406125,0.5301428571,-0.7565,-3.241833333,0.41175,-0.9828333333,-0.4715
LUSC61,LUSC,-3.80675,0.4062857143,-0.9166666667,-1.450333333,0.328875,-2.18375,-1.81775
LUSC62,LUSC,-3.5595,0.8236428571,-0.60975,-3.56025,-0.413125,-0.6404583333,-1.909833333
LUSC63,LUSC,-3.782875,0.7857142857,-1.134916667,-2.739583333,-0.431375,-1.706833333,-0.2686666667
LUSC64,LUSC,-4.404625,0.4626428571,-1.042166667,-4.458,-1.321125,-2.447833333,-1.69075
LUSC65,LUSC,-3.583875,-0.2475714286,0.1,-2.833583333,-1.81425,-0.6290833333,-2.607333333
LUSC66,LUSC,-4.157125,0.2803571429,-0.3661666667,-3.570916667,-1.42825,-0.806375,-1.425583333
LUSC67,LUSC,-4.080125,0.1011428571,0.3795833333,-3.7,1.210375,-1.800083333,-1.159333333
LUSC68,LUSC,-4.055125,-0.4942142857,-1.05525,-3.173727273,0.11975,-1.409291667,-1.316666667
LUSC69,LUSC,-4.331625,0.688,-0.737,-3.031583333,0.226125,-0.9917083333,-1.85525
LUSC70,LUSC,-3.496625,-1.093071429,-0.6661666667,-2.734,1.582375,0.1437916667,-1.417916667
LUSC71,LUSC,-4.369,-0.1340714286,-1.060416667,-3.581833333,-1.039625,-2.943625,-1.51075
LUSC72,LUSC,-4.19,0.1356153846,0.14025,-3.532916667,-0.256375,-0.888875,-0.3116666667
LUSC73,LUSC,-3.33675,0.4111428571,-0.6449166667,-3.078166667,0.63375,-0.8299583333,-0.7630833333
LUSC74,LUSC,-3.084,-0.1371428571,1.852916667,-0.8820833333,0.072375,0.5032083333,-0.7591666667
LUSC75,LUSC,-4.38375,0.2767857143,1.700916667,-2.9215,3.240375,-0.13775,-0.2835833333
LUSC76,LUSC,-3.705,0.2360714286,-0.5293333333,-3.560583333,0.17,-0.959,-0.8636666667
LUSC77,LUSC,-4.369,-0.4304285714,-1.121166667,-3.955727273,1.052,-2.999625,0.125
LUSC78,LUSC,-4.5015,-1.512461538,-1.457416667,-3.855333333,0.800625,-3.44575,-1.051083333
LUSC79,LUSC,-2.06525,0.001214285714,0.78225,-1.88375,2.16775,0.7995833333,-0.8524166667
LUSC80,LUSC,-3.80575,0.1397142857,-0.8038333333,-3.45,1.633,-0.9569583333,-0.02966666667
LUSC81,LUSC,-3.544625,0.6516428571,0.9235833333,-0.34525,1.647,1.753708333,-0.2409166667
LUSC82,LUSC,-4.8205,-0.4029285714,-0.8829166667,-3.908833333,0.270375,-1.171166667,0.2319166667
LUSC83,LUSC,-3.795625,-0.2383571429,0.10375,-2.00075,0.006625,0.5897083333,-1.444
LUSC84,LUSC,-4.260375,-0.3877142857,0.2515833333,-4.02575,0.97175,-1.60825,-0.7515
LUSC85,LUSC,-3.25325,1.472357143,1.2415,-2.2165,1.92575,0.8987916667,-1.126916667
LUSC86,LUSC,-2.752375,1.045071429,0.4395,-2.64025,1.243375,0.881375,-0.3575
LUSC87,LUSC,-4.94125,0.3190714286,-1.29125,-4.799916667,-0.384375,-2.077791667,-0.6335833333
LUSC88,LUSC,-3.49425,0.8970714286,-0.4034166667,-3.117583333,0.21075,-0.9247083333,-1.178083333
LUSC89,LUSC,-4.47925,0.04428571429,-0.5228333333,-3.343916667,1.49725,-0.9004583333,0.1195833333
LUSC90,LUSC,-4.233285714,-0.6112857143,-1.807333333,-4.483,-1.339,-3.026625,-1.800666667
LUSC91,LUSC,-4.762125,0.2787142857,-1.550833333,-3.6575,-0.529375,-0.3391666667,0.01
LUSC92,LUSC,-4.80025,-1.294571429,1.133583333,-4.8435,1.225875,-1.057416667,0.8878333333
LUSC93,LUSC,-4.1775,0.1757857143,-0.21575,-1.219,2.13575,-1.174791667,-0.2718333333
LUSC94,LUSC,-3.96,0.7736428571,-0.4376666667,-3.0175,1.54075,-1.434791667,-1.04675
LUSC95,LUSC,-4.457,0.1841428571,-0.409,-2.67475,1.233375,-1.45775,-0.45825
LUSC96,LUSC,-4.26725,-1.184214286,0.9894166667,-2.080416667,1.862,-0.5464583333,-0.53675
LUSC97,LUSC,-3.406875,0.9677142857,-0.1573333333,-2.171083333,2.231625,0.6402083333,-0.5375
LUSC98,LUSC,-4.124875,-0.06128571429,-0.7975,-3.722916667,-1.296375,1.577541667,0.1638333333
LUSC99,LUSC,-4.662375,-0.4637857143,-0.59875,-2.96675,1.491625,-0.7760416667,-0.6835833333
LUSC100,LUSC,-3.882375,0.2716428571,-0.66175,-4.246833333,-0.78675,-2.343208333,-0.4530833333
LUSC101,LUSC,-3.395125,1.358071429,1.0945,-2.4915,1.864375,-0.2529583333,-0.8556666667
LUSC102,LUSC,-4.012375,-0.04864285714,-0.568,-3.179666667,-1.082,0.3000833333,-0.1541666667
LUSC103,LUSC,-4.484375,0.388,0.6326666667,-2.676,2.602125,-0.9822083333,-0.63975
LUSC104,LUSC,-3.093,0.9523571429,-0.4745,-2.67075,1.864875,-0.2905416667,-1.505
LUSC105,LUSC,-4.717625,0.7700714286,-2.291083333,-2.899083333,0.531125,-2.91325,-0.6403333333
LUSC106,LUSC,-4.76125,-0.04014285714,-0.08366666667,-3.758,0.511875,-2.204291667,-0.6771666667
LUSC107,LUSC,-2.942625,0.8330714286,-0.61,-2.227583333,1.08175,0.1232916667,-0.1506666667
LUSC108,LUSC,-3.672625,0.7085714286,0.001083333333,-3.064583333,-1.088875,-1.294083333,-1.13
LUSC109,LUSC,-4.676625,0.3647142857,-0.5045833333,-4.317416667,-1.131,-2.130541667,-0.6903333333
LUSC110,LUSC,-3.952,1.353357143,0.2033333333,-2.65575,1.253125,-1.044875,0.7136666667
LUSC111,LUSC,-4.317375,1.249642857,-0.9613333333,-2.696833333,-0.643375,-0.022625,-0.099
LUSC112,LUSC,-3.029,0.5174285714,0.214,-1.64225,1.212,-0.48725,-0.9791666667
LUSC113,LUSC,-3.36125,-0.4128571429,-1.847583333,-3.22,-0.482625,-1.372958333,-0.6354166667
LUSC114,LUSC,-4.02675,-1.608857143,-1.143166667,-3.684916667,0.92025,-0.5515,2.003916667
LUSC115,LUSC,-3.111875,0.1170714286,-0.7405,-1.835833333,1.8815,-1.924375,0.15075
LUSC116,LUSC,-4.499375,-0.5375,-0.6990833333,-2.669,0.8115,-1.594666667,-0.5491666667
LUSC117,LUSC,-3.291875,0.2962142857,-0.02458333333,-2.860333333,1.110875,-0.389375,-0.05783333333
LUSC118,LUSC,-4.13025,0.5436428571,-0.009,-3.047833333,0.219375,0.2425,-1.1585
LUSC119,LUSC,-4.42725,0.9214285714,-0.04016666667,-3.557,2.7635,-1.452208333,-0.50825
LUSC120,LUSC,-2.1025,0.7757857143,0.61675,-2.874083333,1.418625,-0.22625,-0.7633333333
LUSC121,LUSC,-4.81625,1.206071429,-0.09308333333,-3.587333333,1.435125,-0.7245,0.04641666667
LUSC122,LUSC,-4.87025,-0.5478571429,1.034333333,-5.006166667,-0.396,-0.1572083333,-0.46075
LUSC123,LUSC,-3.554875,1.262857143,-0.756,-3.0375,-1.56675,-0.14525,-0.4458333333
LUSC124,LUSC,-4.538,-0.3783571429,0.1960833333,-4.696,-0.597125,-1.629333333,-1.216583333
LUSC125,LUSC,-4.58175,0.08421428571,-1.132083333,-2.590833333,0.68775,-0.967625,-1.293083333
LUSC126,LUSC,-4.43975,-0.6954285714,-0.1180833333,-4.013166667,0.073125,-2.301791667,-0.72775
LUSC127,LUSC,-4.4805,0.3399285714,-1.387583333,-1.150333333,0.00075,-1.416708333,-0.2290833333
LUSC128,LUSC,-4.7525,0.7377857143,-0.08783333333,-3.673,1.282,-2.004208333,-0.3530833333
LUSC129,LUSC,-4.2205,1.432571429,-0.5815833333,-2.883166667,2.007625,-0.6190416667,0.1118333333
LUSC130,LUSC,-3.0655,-0.002357142857,-1.068916667,-4.208916667,-0.5905,-2.081541667,0.1728333333
LUSC131,LUSC,-3.6415,0.4577857143,0.3110833333,-1.99675,1.109375,-1.15925,-0.2215833333
LUSC132,LUSC,-2.979625,0.4767857143,-1.2755,-3.321833333,-0.748625,-2.695166667,-1.058666667
LUSC133,LUSC,-2.568875,0.5912142857,0.1278333333,-2.904,0.789,1.150958333,0.34025
LUSC134,LUSC,-4.397375,0.1565,-0.01416666667,-3.123833333,0.934625,-0.5409583333,-0.8284166667
LUSC135,LUSC,-4.331375,-0.8571428571,0.76075,-3.0705,1.48675,-1.969833333,-1.174833333
LUSC136,LUSC,-3.2275,0.1692857143,0.1708333333,-0.306,1.143125,-1.209166667,-0.08933333333
LUSC137,LUSC,-4.118375,0.7705714286,-0.07183333333,-3.056666667,1.424375,-1.041166667,-0.64075
LUSC138,LUSC,-4.34175,-1.158571429,-0.9633333333,-2.98275,0.889875,-2.372208333,-1.205916667
LUSC139,LUSC,-2.997875,1.391285714,-0.09375,-3.231333333,1.314,-0.1192916667,-0.2764166667
LUSC140,LUSC,-5.0595,1.028142857,0.626,-4.041166667,-0.954875,-1.5235,-0.6529166667
LUSC141,LUSC,-3.358125,0.6149285714,-0.72575,-2.324333333,-0.68625,-1.056833333,-0.7614166667
LUSC142,LUSC,-4.294,-0.5041428571,0.51775,-1.845666667,1.33025,-2.015,0.835
LUSC143,LUSC,-0.8025,0.48,1.5375,0.3366666667,2.18675,-0.8022083333,-0.002916666667
LUSC144,LUSC,-2.316625,1.0365,-0.6870833333,-2.154666667,2.066,-1.676,-0.2290833333
LUSC145,LUSC,-3.830875,0.22,-0.4105833333,-3.568416667,-0.179875,-1.708625,-0.31375
LUSC146,LUSC,-3.68425,0.2338571429,0.96675,-3.297333333,0.855,0.03554166667,-0.11
LUSC147,LUSC,-4.04925,0.5283571429,-0.2469166667,-3.53975,1.913,-0.1502083333,-0.9035
LUSC148,LUSC,-2.87325,1.096357143,0.19025,-2.39075,0.691875,-0.9568333333,-0.7284166667
LUSC149,LUSC,-3.950375,-0.4259285714,0.3645,-3.044916667,0.165,-0.4793333333,-1.005583333
LUSC150,LUSC,-4.74375,0.6523571429,-0.4975,-4.265416667,-1.38775,-0.9460416667,-0.3409166667
LUSC151,LUSC,-3.527625,0.601,-2.111833333,-4.021333333,-0.3775,-2.654375,-0.8999166667
LUSC152,LUSC,-3.05025,0.4351428571,-0.8020833333,-3.204416667,-0.627,-2.29725,-0.008166666667
LUSC153,LUSC,-3.717625,0.7107142857,-0.6908333333,-2.229916667,0.613,-0.7488333333,-0.4454166667
LUSC154,LUSC,-4.4215,0.01135714286,-0.63825,-3.5195,0.72175,-1.454541667,-0.6831666667
KIPAN1,KIPAN,-4.8965,2.085071429,0.3673333333,-3.826666667,-1.190875,-2.017333333,-0.2914166667
KIPAN2,KIPAN,-4.25475,1.041142857,-0.1285833333,-2.210833333,-0.839625,-1.447833333,-0.6145833333
KIPAN3,KIPAN,-4.443625,0.3128571429,-0.8165833333,-2.30325,0.906125,-0.89325,-0.4959166667
KIPAN4,KIPAN,-4.36,0.6510714286,-0.2846666667,-2.47075,-0.1325,-1.689666667,0.003166666667
KIPAN5,KIPAN,-5.287375,1.121714286,-0.73675,-2.681083333,-1.82575,-1.747625,-1.20925
KIPAN6,KIPAN,-5.525,0.7501428571,-1.16175,-2.14075,1.43225,-0.8713333333,0.1189166667
KIPAN7,KIPAN,-4.3695,0.7388571429,-0.4956666667,-2.237583333,-1.336125,-1.312041667,-0.9680833333
KIPAN8,KIPAN,-3.594875,-0.1367142857,-0.8659166667,-2.784416667,1.49175,0.08091666667,0.3788333333
KIPAN9,KIPAN,-5.129625,0.9230714286,-0.5474166667,-2.51325,0.89475,-2.361666667,-0.717
KIPAN10,KIPAN,-4.889125,1.157642857,-1.11475,-2.115416667,-0.509375,-1.481,-0.4023333333
KIPAN11,KIPAN,-4.435625,1.161428571,-2.122416667,-2.676416667,1.697875,-1.051708333,-0.1318333333
KIPAN12,KIPAN,-4.149875,0.8778571429,-0.4745833333,-3.03425,-1.0445,-1.762875,-0.4958333333
KIPAN13,KIPAN,-4.222375,0.8315714286,-0.7081666667,-1.879166667,-0.403875,-1.262125,-0.08325
KIPAN14,KIPAN,-3.789375,1.187214286,-1.089833333,-2.2565,-0.5495,-1.394458333,-0.09008333333
KIPAN15,KIPAN,-5.02925,-0.1572857143,-1.283333333,-3.730666667,1.094625,-2.748875,-1.26925
KIPAN16,KIPAN,-4.148375,0.6704285714,-0.5323333333,-1.53775,-1.240625,-2.351666667,-1.19675
KIPAN17,KIPAN,-4.1865,0.2024285714,-0.5554166667,-1.472,-1.347875,-2.179166667,-0.6770833333
KIPAN18,KIPAN,-4.86025,1.1785,-0.7780833333,-3.273583333,1.37725,-2.181291667,0.1675
KIPAN19,KIPAN,-3.693,0.08414285714,-1.290416667,-2.095166667,0.6855,-1.876791667,-1.085083333
KIPAN20,KIPAN,-3.532875,1.185857143,-1.162666667,-2.016583333,0.738625,-1.886375,-0.3140833333
KIPAN21,KIPAN,-4.560125,-0.4337857143,-0.5264166667,-3.357,0.465875,-2.317583333,0.3756666667
KIPAN22,KIPAN,-3.8975,0.9624285714,-1.694833333,-1.972666667,0.272625,-0.3832916667,0.3055833333
KIPAN23,KIPAN,-4.416125,0.9969285714,-1.33,-1.41175,-1.07125,-0.346125,-0.8185
KIPAN24,KIPAN,-3.635625,0.9746428571,-1.233,-1.981833333,0.835,-1.344625,-0.9575833333
KIPAN25,KIPAN,-4.4265,0.6767142857,-0.7955833333,-2.778083333,-1.998,-1.768833333,-0.9595
KIPAN26,KIPAN,-4.12575,1.010357143,-0.8220833333,-1.60275,-1.504625,-2.030541667,-0.4424166667
KIPAN27,KIPAN,-3.931375,1.367357143,-0.4611666667,-1.0725,0.513375,-1.728083333,0.1339166667
KIPAN28,KIPAN,-4.78675,0.6185,-2.033666667,-3.354666667,1.673375,-3.264791667,-1.40475
